,files_combined,sig_id,pert_id,pert_iname,moa_v1
2037,graphs_combined/CPC004_HEPG2_6H_BRD-A06352508-001-02-9_10/graph_16.csv,CPC004_HEPG2_6H_BRD-A06352508-001-02-9_10,BRD-A06352508,SB-218078,chk_inhibitor
2038,graphs_combined/CPC004_HEPG2_6H_BRD-A06352508-001-02-9_10/graph_17.csv,CPC004_HEPG2_6H_BRD-A06352508-001-02-9_10,BRD-A06352508,SB-218078,chk_inhibitor
2039,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_1.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2040,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_10.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2041,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_100.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2042,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_11.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2043,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_12.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2044,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_13.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2045,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_14.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2046,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_15.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2047,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_16.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2048,graphs_combined/CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10/graph_17.csv,CPC004_HEPG2_6H_BRD-A48237631-001-03-0_10,BRD-A48237631,mitomycin-c,dna_rna_damage
2049,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_1.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2050,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_10.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2051,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_100.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2052,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_11.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2053,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_12.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2054,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_13.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2055,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_14.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2056,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_15.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2057,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_16.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2058,graphs_combined/CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10/graph_17.csv,CPC004_HEPG2_6H_BRD-A92826379-009-03-4_10,BRD-A92826379,lupanine,sodium channel blocker
2059,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_1.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2060,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_10.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2061,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_100.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2062,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_11.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2063,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_12.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2064,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_13.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2065,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_14.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2066,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_15.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2067,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_16.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2068,graphs_combined/CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10/graph_17.csv,CPC004_HEPG2_6H_BRD-A97701745-001-09-5_10,BRD-A97701745,pindolol,adrenergic_receptor_antagonist
2069,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2070,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2071,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2072,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2073,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2074,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2075,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2076,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2077,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2078,graphs_combined/CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K04548931-003-05-8_10,BRD-K04548931,epirubicin,dna_rna_damage
2079,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2080,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2081,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2082,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2083,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2084,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2085,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2086,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2087,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2088,graphs_combined/CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10/graph_18.csv,CPC004_HEPG2_6H_BRD-K06543683-066-01-3_10,BRD-K06543683,bisindolylmaleimide-ix,pkc_inhibitor
2089,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2090,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2091,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2092,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2093,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2094,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2095,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2096,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2097,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2098,graphs_combined/CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K09631521-001-05-7_10,BRD-K09631521,thiotepa,p450_inhibitor
2099,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2100,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2101,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2102,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2103,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2104,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2105,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2106,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2107,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2108,graphs_combined/CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K39915878-036-15-2_10,BRD-K39915878,loxapine,dopamine_antagonist
2109,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2110,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2111,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2112,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2113,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2114,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2115,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2116,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2117,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2118,graphs_combined/CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K43389675-001-01-3_10,BRD-K43389675,daunorubicin,dna_rna_damage
2119,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2120,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2121,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2122,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2123,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2124,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2125,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2126,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2127,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2128,graphs_combined/CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K59753853-001-01-5_10,BRD-K59753853,MDL-29951,glutamate_antagonist
2129,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2130,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2131,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2132,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2133,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2134,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2135,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2136,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2137,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2138,graphs_combined/CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10/graph_18.csv,CPC004_HEPG2_6H_BRD-K77925998-050-06-9_10,BRD-K77925998,quipazine,serotonin_receptor_agonist
2139,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_1.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2140,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_10.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2141,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_100.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2142,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_11.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2143,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_12.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2144,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_13.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2145,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_14.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2146,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_15.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2147,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_16.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2148,graphs_combined/CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10/graph_17.csv,CPC004_HEPG2_6H_BRD-K80431395-001-02-4_10,BRD-K80431395,triciribine,akt_inhibitor
2149,graphs_combined/CPC004_HT29_6H_BRD-A06352508-001-02-9_10/graph_1.csv,CPC004_HT29_6H_BRD-A06352508-001-02-9_10,BRD-A06352508,SB-218078,chk_inhibitor
2150,graphs_combined/CPC004_HT29_6H_BRD-A25687296-300-03-5_10/graph_1.csv,CPC004_HT29_6H_BRD-A25687296-300-03-5_10,BRD-A25687296,emetine,protein_synthesis_inhibitor
2151,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_1.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2152,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_10.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2153,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_100.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2154,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_11.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2155,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_12.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2156,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_13.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2157,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_14.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2158,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_15.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2159,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_16.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2160,graphs_combined/CPC004_HT29_6H_BRD-A46393198-003-10-9_10/graph_17.csv,CPC004_HT29_6H_BRD-A46393198-003-10-9_10,BRD-A46393198,tetramisole,immunostimulant
2161,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_1.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2162,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_10.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2163,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_100.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2164,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_11.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2165,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_12.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2166,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_13.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2167,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_14.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2168,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_15.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2169,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_16.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
2170,graphs_combined/CPC004_HT29_6H_BRD-K02265150-001-15-8_10/graph_17.csv,CPC004_HT29_6H_BRD-K02265150-001-15-8_10,BRD-K02265150,amoxapine,snri
