"","files_weighted","sig_id","count","rdkit","cell_id","pert_iname","pert_dose","pert_time","pert_id","atoms","emb","identifier","sig_id_original"
"685","graphs_weighted/CPC006_A375_24H_BRD-K54233340-300-01-0_10/graph.csv","CPC006_A375_24H_BRD-K54233340-300-01-0_10",1,"c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1","A375","dorsomorphin",10,24,"BRD-K54233340",30,"CPC006_A375_24H_BRD-K54233340-300-01-0_10_emb","dorsomorphinA3751024","CPC006_A375_24H:BRD-K54233340-300-01-0:10"
"686","graphs_weighted/CPC006_A375_24H_BRD-K54256913-001-01-2_10/graph.csv","CPC006_A375_24H_BRD-K54256913-001-01-2_10",1,"C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1","A375","MK-1775",10,24,"BRD-K54256913",37,"CPC006_A375_24H_BRD-K54256913-001-01-2_10_emb","MK-1775A3751024","CPC006_A375_24H:BRD-K54256913-001-01-2:10"
"687","graphs_weighted/CPC006_A375_24H_BRD-K56700933-001-01-3_10/graph.csv","CPC006_A375_24H_BRD-K56700933-001-01-3_10",1,"S=C=NCCc1ccccc1","A375","phenethyl-isothiocyanate",10,24,"BRD-K56700933",11,"CPC006_A375_24H_BRD-K56700933-001-01-3_10_emb","phenethyl-isothiocyanateA3751024","CPC006_A375_24H:BRD-K56700933-001-01-3:10"
"688","graphs_weighted/CPC006_A375_24H_BRD-K60219430-001-01-6_10/graph.csv","CPC006_A375_24H_BRD-K60219430-001-01-6_10",1,"c1cc(NCCc2c[nH]c3ccccc23)cc(Nc2ccncc2)c1","A375","serdemetan",10,24,"BRD-K60219430",25,"CPC006_A375_24H_BRD-K60219430-001-01-6_10_emb","serdemetanA3751024","CPC006_A375_24H:BRD-K60219430-001-01-6:10"
"689","graphs_weighted/CPC006_A375_24H_BRD-K61323504-001-03-2_11.1/graph.csv","CPC006_A375_24H_BRD-K61323504-001-03-2_11.1",1,"O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br","A375","SB-225002",11.1,24,"BRD-K61323504",21,"CPC006_A375_24H_BRD-K61323504-001-03-2_11.1_emb","SB-225002A37511.124","CPC006_A375_24H:BRD-K61323504-001-03-2:11.1"
"690","graphs_weighted/CPC006_A375_24H_BRD-K61829047-001-01-6_10/graph.csv","CPC006_A375_24H_BRD-K61829047-001-01-6_10",1,"CCOC(=O)/C=C\n1nnc(-c2cccc(Cl)c2)n1","A375","7b-cis",10,24,"BRD-K61829047",19,"CPC006_A375_24H_BRD-K61829047-001-01-6_10_emb","7b-cisA3751024","CPC006_A375_24H:BRD-K61829047-001-01-6:10"
"691","graphs_weighted/CPC006_A375_24H_BRD-K64890080-001-03-9_10/graph.csv","CPC006_A375_24H_BRD-K64890080-001-03-9_10",1,"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1","A375","BI-2536",10,24,"BRD-K64890080",38,"CPC006_A375_24H_BRD-K64890080-001-03-9_10_emb","BI-2536A3751024","CPC006_A375_24H:BRD-K64890080-001-03-9:10"
"692","graphs_weighted/CPC006_A375_24H_BRD-K66792149-001-01-8_11.1/graph.csv","CPC006_A375_24H_BRD-K66792149-001-01-8_11.1",1,"NC1=C(Cl)C(=O)c2ccccc2C1=O","A375","quinoclamine",11.1,24,"BRD-K66792149",14,"CPC006_A375_24H_BRD-K66792149-001-01-8_11.1_emb","quinoclamineA37511.124","CPC006_A375_24H:BRD-K66792149-001-01-8:11.1"
"693","graphs_weighted/CPC006_A375_24H_BRD-K67566344-001-01-8_10/graph.csv","CPC006_A375_24H_BRD-K67566344-001-01-8_10",1,"COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO","A375","KU-0063794",10,24,"BRD-K67566344",34,"CPC006_A375_24H_BRD-K67566344-001-01-8_10_emb","KU-0063794A3751024","CPC006_A375_24H:BRD-K67566344-001-01-8:10"
"694","graphs_weighted/CPC006_A375_24H_BRD-K67844266-001-01-3_11.1/graph.csv","CPC006_A375_24H_BRD-K67844266-001-01-3_11.1",1,"NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O","A375","pevonedistat",11.1,24,"BRD-K67844266",31,"CPC006_A375_24H_BRD-K67844266-001-01-3_11.1_emb","pevonedistatA37511.124","CPC006_A375_24H:BRD-K67844266-001-01-3:11.1"
"695","graphs_weighted/CPC006_A375_24H_BRD-K67868012-003-01-5_11.1/graph.csv","CPC006_A375_24H_BRD-K67868012-003-01-5_11.1",1,"Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1","A375","PI-103",11.1,24,"BRD-K67868012",26,"CPC006_A375_24H_BRD-K67868012-003-01-5_11.1_emb","PI-103A37511.124","CPC006_A375_24H:BRD-K67868012-003-01-5:11.1"
"696","graphs_weighted/CPC006_A375_24H_BRD-K68065987-300-03-4_10/graph.csv","CPC006_A375_24H_BRD-K68065987-300-03-4_10",1,"NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1","A375","MK-2206",10,24,"BRD-K68065987",31,"CPC006_A375_24H_BRD-K68065987-300-03-4_10_emb","MK-2206A3751024","CPC006_A375_24H:BRD-K68065987-300-03-4:10"
"697","graphs_weighted/CPC006_A375_24H_BRD-K68143200-001-05-9_10/graph.csv","CPC006_A375_24H_BRD-K68143200-001-05-9_10",1,"O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21","A375","NSC-95397",10,24,"BRD-K68143200",20,"CPC006_A375_24H_BRD-K68143200-001-05-9_10_emb","NSC-95397A3751024","CPC006_A375_24H:BRD-K68143200-001-05-9:10"
"698","graphs_weighted/CPC006_A375_24H_BRD-K69328504-001-01-7_10/graph.csv","CPC006_A375_24H_BRD-K69328504-001-01-7_10",1,"CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C(C)(Oc1ccc(O)cc1)P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C","A375","L-690488",10,24,"BRD-K69328504",50,"CPC006_A375_24H_BRD-K69328504-001-01-7_10_emb","L-690488A3751024","CPC006_A375_24H:BRD-K69328504-001-01-7:10"
"699","graphs_weighted/CPC006_A375_24H_BRD-K69840642-001-01-4_10/graph.csv","CPC006_A375_24H_BRD-K69840642-001-01-4_10",1,"CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1","A375","ISOX",10,24,"BRD-K69840642",32,"CPC006_A375_24H_BRD-K69840642-001-01-4_10_emb","ISOXA3751024","CPC006_A375_24H:BRD-K69840642-001-01-4:10"
"700","graphs_weighted/CPC006_A375_24H_BRD-K69932463-001-03-1_10/graph.csv","CPC006_A375_24H_BRD-K69932463-001-03-1_10",1,"COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO","A375","AZD-8055",10,24,"BRD-K69932463",34,"CPC006_A375_24H_BRD-K69932463-001-03-1_10_emb","AZD-8055A3751024","CPC006_A375_24H:BRD-K69932463-001-03-1:10"
"701","graphs_weighted/CPC006_A375_24H_BRD-K73395020-001-01-5_10/graph.csv","CPC006_A375_24H_BRD-K73395020-001-01-5_10",1,"CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1","A375","ARP-101",10,24,"BRD-K73395020",28,"CPC006_A375_24H_BRD-K73395020-001-01-5_10_emb","ARP-101A3751024","CPC006_A375_24H:BRD-K73395020-001-01-5:10"
"702","graphs_weighted/CPC006_A375_24H_BRD-K74236984-001-01-4_10/graph.csv","CPC006_A375_24H_BRD-K74236984-001-01-4_10",1,"COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCOCCN(C)C","A375","UNC-0321",10,24,"BRD-K74236984",37,"CPC006_A375_24H_BRD-K74236984-001-01-4_10_emb","UNC-0321A3751024","CPC006_A375_24H:BRD-K74236984-001-01-4:10"
"703","graphs_weighted/CPC006_A375_24H_BRD-K74305673-001-01-3_10/graph.csv","CPC006_A375_24H_BRD-K74305673-001-01-3_10",1,"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O","A375","IKK-2-inhibitor-V",10,24,"BRD-K74305673",25,"CPC006_A375_24H_BRD-K74305673-001-01-3_10_emb","IKK-2-inhibitor-VA3751024","CPC006_A375_24H:BRD-K74305673-001-01-3:10"
"704","graphs_weighted/CPC006_A375_24H_BRD-K78126613-001-16-0_10/graph.csv","CPC006_A375_24H_BRD-K78126613-001-16-0_10",1,"CC1=CC(=O)c2ccccc2C1=O","A375","menadione",10,24,"BRD-K78126613",13,"CPC006_A375_24H_BRD-K78126613-001-16-0_10_emb","menadioneA3751024","CPC006_A375_24H:BRD-K78126613-001-16-0:10"
"705","graphs_weighted/CPC006_A375_24H_BRD-K89732114-001-05-9_10/graph.csv","CPC006_A375_24H_BRD-K89732114-001-05-9_10",1,"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1","A375","trifluoperazine",10,24,"BRD-K89732114",28,"CPC006_A375_24H_BRD-K89732114-001-05-9_10_emb","trifluoperazineA3751024","CPC006_A375_24H:BRD-K89732114-001-05-9:10"
"706","graphs_weighted/CPC006_A375_24H_BRD-K90382497-001-03-2_10/graph.csv","CPC006_A375_24H_BRD-K90382497-001-03-2_10",1,"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC","A375","GW-843682X",10,24,"BRD-K90382497",33,"CPC006_A375_24H_BRD-K90382497-001-03-2_10_emb","GW-843682XA3751024","CPC006_A375_24H:BRD-K90382497-001-03-2:10"
"707","graphs_weighted/CPC006_A375_24H_BRD-K91623615-001-01-9_10/graph.csv","CPC006_A375_24H_BRD-K91623615-001-01-9_10",1,"COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1","A375","ABT-751",10,24,"BRD-K91623615",26,"CPC006_A375_24H_BRD-K91623615-001-01-9_10_emb","ABT-751A3751024","CPC006_A375_24H:BRD-K91623615-001-01-9:10"
"708","graphs_weighted/CPC006_A375_24H_BRD-K92991072-001-02-3_10/graph.csv","CPC006_A375_24H_BRD-K92991072-001-02-3_10",1,"C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O","A375","PAC-1",10,24,"BRD-K92991072",29,"CPC006_A375_24H_BRD-K92991072-001-02-3_10_emb","PAC-1A3751024","CPC006_A375_24H:BRD-K92991072-001-02-3:10"
"709","graphs_weighted/CPC006_A375_24H_BRD-K94325918-001-03-8_10/graph.csv","CPC006_A375_24H_BRD-K94325918-001-03-8_10",1,"OC[C@H]1O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@H](O)[C@@H]1O","A375","kinetin-riboside",10,24,"BRD-K94325918",25,"CPC006_A375_24H_BRD-K94325918-001-03-8_10_emb","kinetin-ribosideA3751024","CPC006_A375_24H:BRD-K94325918-001-03-8:10"
"710","graphs_weighted/CPC006_A375_24H_BRD-K96799727-001-02-5_10/graph.csv","CPC006_A375_24H_BRD-K96799727-001-02-5_10",1,"NS(=O)(=O)C#Cc1ccccc1","A375","pifithrin-mu",10,24,"BRD-K96799727",12,"CPC006_A375_24H_BRD-K96799727-001-02-5_10_emb","pifithrin-muA3751024","CPC006_A375_24H:BRD-K96799727-001-02-5:10"
"711","graphs_weighted/CPC006_A375_24H_BRD-K98548675-001-02-6_10/graph.csv","CPC006_A375_24H_BRD-K98548675-001-02-6_10",1,"C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21","A375","parthenolide",10,24,"BRD-K98548675",18,"CPC006_A375_24H_BRD-K98548675-001-02-6_10_emb","parthenolideA3751024","CPC006_A375_24H:BRD-K98548675-001-02-6:10"
"712","graphs_weighted/CPC006_A375_24H_BRD-U88459701-000-01-8_10/graph.csv","CPC006_A375_24H_BRD-U88459701-000-01-8_10",1,"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O","A375","atorvastatin",10,24,"BRD-U88459701",41,"CPC006_A375_24H_BRD-U88459701-000-01-8_10_emb","atorvastatinA3751024","CPC006_A375_24H:BRD-U88459701-000-01-8:10"
"713","graphs_weighted/CPC006_A375_6H_BRD-A18763547-300-04-8_10/graph.csv","CPC006_A375_6H_BRD-A18763547-300-04-8_10",1,"OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21","A375","BAX-channel-blocker",10,6,"BRD-A18763547",25,"CPC006_A375_6H_BRD-A18763547-300-04-8_10_emb","BAX-channel-blockerA375106","CPC006_A375_6H:BRD-A18763547-300-04-8:10"
"714","graphs_weighted/CPC006_A375_6H_BRD-A36275421-001-11-1_10/graph.csv","CPC006_A375_6H_BRD-A36275421-001-11-1_10",1,"COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl","A375","BRD-A36275421",10,6,"BRD-A36275421",31,"CPC006_A375_6H_BRD-A36275421-001-11-1_10_emb","BRD-A36275421A375106","CPC006_A375_6H:BRD-A36275421-001-11-1:10"
"715","graphs_weighted/CPC006_A375_6H_BRD-A79465854-001-01-3_10/graph.csv","CPC006_A375_6H_BRD-A79465854-001-01-3_10",1,"CCP(CC)(CC)=[Au]SC1CC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O","A375","auranofin",10,6,"BRD-A79465854",31,"CPC006_A375_6H_BRD-A79465854-001-01-3_10_emb","auranofinA375106","CPC006_A375_6H:BRD-A79465854-001-01-3:10"
"716","graphs_weighted/CPC006_A375_6H_BRD-K01877528-001-01-6_10/graph.csv","CPC006_A375_6H_BRD-K01877528-001-01-6_10",1,"Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1[N+](=O)[O-]","A375","TL-HRAS-61",10,6,"BRD-K01877528",32,"CPC006_A375_6H_BRD-K01877528-001-01-6_10_emb","TL-HRAS-61A375106","CPC006_A375_6H:BRD-K01877528-001-01-6:10"
"717","graphs_weighted/CPC006_A375_6H_BRD-K02822062-001-01-3_10/graph.csv","CPC006_A375_6H_BRD-K02822062-001-01-3_10",1,"COc1cc(/C=C/C(=O)N2CCCCC2=O)cc(OC)c1OCCN1CCOCC1","A375","CT-200783",10,6,"BRD-K02822062",30,"CPC006_A375_6H_BRD-K02822062-001-01-3_10_emb","CT-200783A375106","CPC006_A375_6H:BRD-K02822062-001-01-3:10"
"718","graphs_weighted/CPC006_A375_6H_BRD-K03618428-001-01-3_22.2/graph.csv","CPC006_A375_6H_BRD-K03618428-001-01-3_22.2",1,"CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21","A375","PP-110",22.2,6,"BRD-K03618428",22,"CPC006_A375_6H_BRD-K03618428-001-01-3_22.2_emb","PP-110A37522.26","CPC006_A375_6H:BRD-K03618428-001-01-3:22.2"
"719","graphs_weighted/CPC006_A375_6H_BRD-K04887706-001-01-6_9.1/graph.csv","CPC006_A375_6H_BRD-K04887706-001-01-6_9.1",1,"O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1","A375","AKT-inhibitor-1-2",9.1,6,"BRD-K04887706",42,"CPC006_A375_6H_BRD-K04887706-001-01-6_9.1_emb","AKT-inhibitor-1-2A3759.16","CPC006_A375_6H:BRD-K04887706-001-01-6:9.1"
"720","graphs_weighted/CPC006_A375_6H_BRD-K05649647-001-03-7_20/graph.csv","CPC006_A375_6H_BRD-K05649647-001-03-7_20",1,"COc1ccc(N(C(=O)c2ccccc2)S(=O)(=O)c2cc(OC)ccc2OC)cc1","A375","BRD-K05649647",20,6,"BRD-K05649647",30,"CPC006_A375_6H_BRD-K05649647-001-03-7_20_emb","BRD-K05649647A375206","CPC006_A375_6H:BRD-K05649647-001-03-7:20"
"721","graphs_weighted/CPC006_A375_6H_BRD-K09499853-305-01-1_10/graph.csv","CPC006_A375_6H_BRD-K09499853-305-01-1_10",1,"CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1","A375","KU-0060648",10,6,"BRD-K09499853",42,"CPC006_A375_6H_BRD-K09499853-305-01-1_10_emb","KU-0060648A375106","CPC006_A375_6H:BRD-K09499853-305-01-1:10"
"722","graphs_weighted/CPC006_A375_6H_BRD-K12502280-001-01-5_11.1/graph.csv","CPC006_A375_6H_BRD-K12502280-001-01-5_11.1",1,"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","A375","TG-101348",11.1,6,"BRD-K12502280",37,"CPC006_A375_6H_BRD-K12502280-001-01-5_11.1_emb","TG-101348A37511.16","CPC006_A375_6H:BRD-K12502280-001-01-5:11.1"
"723","graphs_weighted/CPC006_A375_6H_BRD-K17140735-300-02-4_11.1/graph.csv","CPC006_A375_6H_BRD-K17140735-300-02-4_11.1",1,"CC(C)c1ccc(Cn2ccc3c4c(N)nc(NC5CC5)nc4ccc32)cc1","A375","SCH-79797",11.1,6,"BRD-K17140735",28,"CPC006_A375_6H_BRD-K17140735-300-02-4_11.1_emb","SCH-79797A37511.16","CPC006_A375_6H:BRD-K17140735-300-02-4:11.1"
"724","graphs_weighted/CPC006_A375_6H_BRD-K18190982-002-01-2_44.4/graph.csv","CPC006_A375_6H_BRD-K18190982-002-01-2_44.4",1,"C=C(N)c1cc2c(-c3cccc(-c4ccccc4)c3)cnc(N)c2s1","A375","COT-10b",44.4,6,"BRD-K18190982",25,"CPC006_A375_6H_BRD-K18190982-002-01-2_44.4_emb","COT-10bA37544.46","CPC006_A375_6H:BRD-K18190982-002-01-2:44.4"
"725","graphs_weighted/CPC006_A375_6H_BRD-K19295594-001-08-5_11.1/graph.csv","CPC006_A375_6H_BRD-K19295594-001-08-5_11.1",1,"Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O","A375","gossypol",11.1,6,"BRD-K19295594",38,"CPC006_A375_6H_BRD-K19295594-001-08-5_11.1_emb","gossypolA37511.16","CPC006_A375_6H:BRD-K19295594-001-08-5:11.1"
"726","graphs_weighted/CPC006_A375_6H_BRD-K28296557-005-14-6_10/graph.csv","CPC006_A375_6H_BRD-K28296557-005-14-6_10",1,"CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21","A375","AKT-inhibitor-IV",10,6,"BRD-K28296557",36,"CPC006_A375_6H_BRD-K28296557-005-14-6_10_emb","AKT-inhibitor-IVA375106","CPC006_A375_6H:BRD-K28296557-005-14-6:10"
"727","graphs_weighted/CPC006_A375_6H_BRD-K35716340-001-02-0_12/graph.csv","CPC006_A375_6H_BRD-K35716340-001-02-0_12",1,"c1ccc2[nH]c(CCn3c4ccccc4c4ccccc43)nc2c1","A375","BRD-K35716340",12,6,"BRD-K35716340",24,"CPC006_A375_6H_BRD-K35716340-001-02-0_12_emb","BRD-K35716340A375126","CPC006_A375_6H:BRD-K35716340-001-02-0:12"
"728","graphs_weighted/CPC006_A375_6H_BRD-K53903639-001-01-3_80/graph.csv","CPC006_A375_6H_BRD-K53903639-001-01-3_80",1,"O=C(NC1CC1)c1cc(-c2cccs2)on1","A375","CHEMBL-1222381",80,6,"BRD-K53903639",16,"CPC006_A375_6H_BRD-K53903639-001-01-3_80_emb","CHEMBL-1222381A375806","CPC006_A375_6H:BRD-K53903639-001-01-3:80"
"729","graphs_weighted/CPC006_A375_6H_BRD-K56411643-001-02-6_10/graph.csv","CPC006_A375_6H_BRD-K56411643-001-02-6_10",1,"COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)OC)N2C(=O)CCl)cc1","A375","BRD-K56411643",10,6,"BRD-K56411643",31,"CPC006_A375_6H_BRD-K56411643-001-02-6_10_emb","BRD-K56411643A375106","CPC006_A375_6H:BRD-K56411643-001-02-6:10"
"730","graphs_weighted/CPC006_A375_6H_BRD-K60623809-001-02-0_10/graph.csv","CPC006_A375_6H_BRD-K60623809-001-02-0_10",1,"CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C","A375","SU-11652",10,6,"BRD-K60623809",29,"CPC006_A375_6H_BRD-K60623809-001-02-0_10_emb","SU-11652A375106","CPC006_A375_6H:BRD-K60623809-001-02-0:10"
"731","graphs_weighted/CPC006_A375_6H_BRD-K73261812-001-01-1_10/graph.csv","CPC006_A375_6H_BRD-K73261812-001-01-1_10",1,"O=C1[C@H](Cc2ccc(O)cc2)N2C(=O)CCN(C(=O)NCc3ccccc3)[C@H]2CN1Cc1cccc2ccccc12","A375","BRD-K73261812",10,6,"BRD-K73261812",41,"CPC006_A375_6H_BRD-K73261812-001-01-1_10_emb","BRD-K73261812A375106","CPC006_A375_6H:BRD-K73261812-001-01-1:10"
"732","graphs_weighted/CPC006_A375_6H_BRD-K74402642-003-01-2_10/graph.csv","CPC006_A375_6H_BRD-K74402642-003-01-2_10",1,"Cc1ccc(/C=C2/CNC/C(=C\c3ccc(C)cc3)C2=O)cc1","A375","NSC-632839",10,6,"BRD-K74402642",23,"CPC006_A375_6H_BRD-K74402642-003-01-2_10_emb","NSC-632839A375106","CPC006_A375_6H:BRD-K74402642-003-01-2:10"
"733","graphs_weighted/CPC006_A375_6H_BRD-K78659596-001-01-3_10/graph.csv","CPC006_A375_6H_BRD-K78659596-001-01-3_10",1,"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O","A375","ixazomib",10,6,"BRD-K78659596",23,"CPC006_A375_6H_BRD-K78659596-001-01-3_10_emb","ixazomibA375106","CPC006_A375_6H:BRD-K78659596-001-01-3:10"
"734","graphs_weighted/CPC006_A375_6H_BRD-K78867378-001-07-3_10/graph.csv","CPC006_A375_6H_BRD-K78867378-001-07-3_10",1,"Cn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc21","A375","MW-A1-12",10,6,"BRD-K78867378",16,"CPC006_A375_6H_BRD-K78867378-001-07-3_10_emb","MW-A1-12A375106","CPC006_A375_6H:BRD-K78867378-001-07-3:10"
"735","graphs_weighted/CPC006_A375_6H_BRD-K85606544-001-01-8_10/graph.csv","CPC006_A375_6H_BRD-K85606544-001-01-8_10",1,"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C","A375","neratinib",10,6,"BRD-K85606544",40,"CPC006_A375_6H_BRD-K85606544-001-01-8_10_emb","neratinibA375106","CPC006_A375_6H:BRD-K85606544-001-01-8:10"
"736","graphs_weighted/CPC006_A375_6H_BRD-K86574132-001-04-9_48/graph.csv","CPC006_A375_6H_BRD-K86574132-001-04-9_48",1,"CC(C)N1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O","A375","BRD-K86574132",48,6,"BRD-K86574132",26,"CPC006_A375_6H_BRD-K86574132-001-04-9_48_emb","BRD-K86574132A375486","CPC006_A375_6H:BRD-K86574132-001-04-9:48"
"737","graphs_weighted/CPC006_A375_6H_BRD-K92317137-001-04-0_10/graph.csv","CPC006_A375_6H_BRD-K92317137-001-04-0_10",1,"O=S1(=O)Nc2c(ccc3cccnc23)-c2ccccc21","A375","BRD-K92317137",10,6,"BRD-K92317137",20,"CPC006_A375_6H_BRD-K92317137-001-04-0_10_emb","BRD-K92317137A375106","CPC006_A375_6H:BRD-K92317137-001-04-0:10"
"738","graphs_weighted/CPC006_A375_6H_BRD-M86331534-373-01-5_10/graph.csv","CPC006_A375_6H_BRD-M86331534-373-01-5_10",1,"Cc1cc(CCc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1","A375","pyrvinium-pamoate",10,6,"BRD-M86331534",29,"CPC006_A375_6H_BRD-M86331534-373-01-5_10_emb","pyrvinium-pamoateA375106","CPC006_A375_6H:BRD-M86331534-373-01-5:10"
"739","graphs_weighted/CPC006_A549_24H_BRD-A24054354-001-05-7_10/graph.csv","CPC006_A549_24H_BRD-A24054354-001-05-7_10",1,"CCN1CCN(C(c2cccnc2)c2cc(Cl)c3cccnc3c2O)CC1","A549","BRD-A24054354",10,24,"BRD-A24054354",27,"CPC006_A549_24H_BRD-A24054354-001-05-7_10_emb","BRD-A24054354A5491024","CPC006_A549_24H:BRD-A24054354-001-05-7:10"
"740","graphs_weighted/CPC006_A549_24H_BRD-A62809825-001-01-7_10/graph.csv","CPC006_A549_24H_BRD-A62809825-001-01-7_10",1,"C/C=C(\C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O","A549","thapsigargin",10,24,"BRD-A62809825",46,"CPC006_A549_24H_BRD-A62809825-001-01-7_10_emb","thapsigarginA5491024","CPC006_A549_24H:BRD-A62809825-001-01-7:10"
"741","graphs_weighted/CPC006_A549_24H_BRD-K13049116-001-01-6_10/graph.csv","CPC006_A549_24H_BRD-K13049116-001-01-6_10",1,"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1","A549","BMS-754807",10,24,"BRD-K13049116",34,"CPC006_A549_24H_BRD-K13049116-001-01-6_10_emb","BMS-754807A5491024","CPC006_A549_24H:BRD-K13049116-001-01-6:10"
"742","graphs_weighted/CPC006_A549_24H_BRD-K14888893-001-05-6_10/graph.csv","CPC006_A549_24H_BRD-K14888893-001-05-6_10",1,"Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]","A549","minoxidil",10,24,"BRD-K14888893",15,"CPC006_A549_24H_BRD-K14888893-001-05-6_10_emb","minoxidilA5491024","CPC006_A549_24H:BRD-K14888893-001-05-6:10"
"743","graphs_weighted/CPC006_A549_24H_BRD-K18190982-002-01-2_44.4/graph.csv","CPC006_A549_24H_BRD-K18190982-002-01-2_44.4",1,"C=C(N)c1cc2c(-c3cccc(-c4ccccc4)c3)cnc(N)c2s1","A549","COT-10b",44.4,24,"BRD-K18190982",25,"CPC006_A549_24H_BRD-K18190982-002-01-2_44.4_emb","COT-10bA54944.424","CPC006_A549_24H:BRD-K18190982-002-01-2:44.4"
"744","graphs_weighted/CPC006_A549_24H_BRD-K19894101-001-01-6_11.1/graph.csv","CPC006_A549_24H_BRD-K19894101-001-01-6_11.1",1,"O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O","A549","MST-312",11.1,24,"BRD-K19894101",28,"CPC006_A549_24H_BRD-K19894101-001-01-6_11.1_emb","MST-312A54911.124","CPC006_A549_24H:BRD-K19894101-001-01-6:11.1"
