"","x"
"921","O=C(O[C@H]1[C@H](Oc2ccccc2COC(=O)C2(O)C=CCCC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccccc1"
"922","CC(Cl)=CCn1c(NCCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C"
"923","O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1"
"924","Cc1ccc(Cn2ncc3c(N4CCN(c5ccc(C)cc5)CC4)ncnc32)cc1"
"925","OCCNc1nc(Nc2cc(Cl)ccc2OC2CCCC2)nc(N2CCCC2)n1"
"926","Cc1cc(NC(=O)CCl)no1"
"927","CNCC(O)c1ccc(O)cc1"
"928","CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1"
"929","CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1"
"930","CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1"
"931","CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C"
"932","Cc1cccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCCO5)cc23)c1"
"933","CC(=O)c1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1"
"934","N#Cc1ccccc1CSc1nc2cc(Br)c[nH]c-2n1"
"935","CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1"
"936","Cc1c(P(=S)(c2ccccc2)c2ccccc2)n2ccccc2[n+]1CCc1ccccc1"
"937","COc1cccc(-c2ccc3ncnc(NCc4ccc5c(c4)OCO5)c3c2)c1"
"938","N#C/C(=C\c1cccn1S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccc(F)cc1"
"939","Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(Cl)c3)c3ccccc23)no1"
"940","COc1ccccc1C(=O)NNC(=O)c1csc(N2CCOCC2)n1"
"941","O=C(CSc1cccc2cccnc12)N1CCCC1"
"942","O=S(=O)(Nc1ccc(O)c2ncccc12)c1ccccc1F"
"943","CCCCN(CCCNC(=S)NCCCc1c[nH]cn1)c1ccc(Br)cn1"
"944","CCc1ccc(C=C2SC(=S)N(CCCC(=O)Nc3ccc(C(=O)O)cc3)C2=O)cc1"
"945","Cc1cccc(C)c1NC(=O)c1ccc(-c2cc(F)ccc2F)o1"
"946","CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12"
"947","CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1c[nH]cn1"
"948","CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1"
"949","CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2"
"950","Cc1ccc(-n2c(N)c(C#N)c(-c3ccc(Cl)cc3)c(C#N)c2=O)cc1"
"951","NC(=O)c1cccnc1"
"952","CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1"
"953","O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1"
"954","C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1"
"955","CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1"
"956","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1"
"957","CCn1c2ccccc2c2nnc(SCCCn3c(O)nc4ccccc43)nc21"
"958","Cc1ccsc1CN(C)c1ncnc2ccc(-c3ccoc3)cc12"
"959","CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21"
"960","CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1"
"961","O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O"
"962","CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21"
"963","CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1"
"964","COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1"
"965","COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]"
"966","CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN"
"967","CC(=O)NCCCCCCNC(C)=O"
"968","C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23"
"969","CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1"
"970","Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1"
"971","COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O"
"972","C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"
"973","CCCCC/N=C(\N)N/N=C/c1c[nH]c2ccc(OC)cc12"
"974","C/N=C(\N)NCCC[C@H](N)C(=O)O"
"975","COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC"
"976","O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1"
"977","Nc1ccc(O)c(C(=O)O)c1"
"978","CCN(CC)C(=S)SSC(=S)N(CC)CC"
"979","Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1"
"980","CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O"
"981","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O"
"982","CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3"
"983","O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1"
"984","OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"985","CN(C)CCOC(c1ccccc1)c1ccccc1"
"986","COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC"
"987","COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2"
"988","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"989","CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC"
"990","O=c1c(-c2ccccc2)c1-c1ccccc1"
"991","COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC"
"992","CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O"
"993","CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1"
"994","O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12"
"995","CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13"
"996","C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C"
"997","COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1"
"998","CN1C(=O)CC[C@H]1c1cccnc1"
"999","O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O"
"1000","CNCC[C@@H](Oc1ccccc1C)c1ccccc1"
"1001","Cc1ncc([N+](=O)[O-])n1CCO"
"1002","CCN(CC)CC(=O)Nc1c(C)cccc1C"
"1003","CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1"
"1004","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
"1005","NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1"
"1006","CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1"
"1007","CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2"
"1008","Nc1c2c(nc3c1CCC3)CCCC2"
"1009","COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1"
"1010","CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1"
"1011","Oc1ccc2c3c1OC1C(O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314"
"1012","Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1"
"1013","CC(=O)OC1C([N+]2(C)CCCCC2)C[C@H]2C3CC[C@H]4C[C@H](OC(C)=O)C([N+]5(C)CCCCC5)CC4(C)[C@H]3CCC12C"
"1014","CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1"
"1015","Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1"
"1016","Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2"
"1017","CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C"
"1018","C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23"
"1019","CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12"
"1020","CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C"
"1021","C#CCN(C)[C@H](C)Cc1ccccc1"
"1022","O=C1N[C@H](C(=O)O)CS1"
"1023","O=C(NCCO[N+](=O)[O-])c1cccnc1"
"1024","CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1"
"1025","COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1"
"1026","CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC"
"1027","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O"
"1028","N=C(N)NC(=O)c1nc(Cl)c(N)nc1N"
"1029","O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O"
"1030","CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"1031","CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1"
"1032","COc1ccc2ccc(=O)oc2c1CC(O)C(C)(C)OC"
"1033","CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)C[C@H]21"
"1034","C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\CC1)O[C@@](O)(C1CSC(=O)N1)C2"
"1035","COc1ccc(C(NC(=O)c2ccccc2)c2ccc3cccnc3c2O)c(OC)c1"
"1036","COc1cc(/C=C/C(=O)N2C(=O)C=CCC2c2cccnc2)cc(OC)c1OC"
"1037","COc1cc(/C=C/C(=O)N2C(=O)C=CCC2c2cccs2)cc(OC)c1OC"
"1038","c1ccc(-c2nnc(-c3ccccn3)nc2N2CCC(C3CCCCC3)C2)cc1"
"1039","CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1"
"1040","COc1cc(/C=C/C(=O)N2C(=O)C=CCC2C2CCCCC2)cc(OC)c1OC"
"1041","COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCO)O[C@]3(C(=O)N(C)c4c(Br)cc(C)cc43)[C@H]2C)cc1"
"1042","C=CCN1C(=O)[C@@]2(O[C@@H](CCO)[C@H]([Si](C)(C)c3ccc(OC)cc3)[C@H]2C)c2cc(I)ccc21"
"1043","c1ccc(-c2nnc(-c3ccccn3)nc2NCC2CCCCC2)cc1"
"1044","Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)c1"
"1045","Cn1cc(/C=N/NC(=O)CCCCCCC(=O)Nc2ccccc2O)c2ccccc21"
"1046","Cn1c(=NC(=O)CCl)sc2ccccc21"
"1047","O=C(O)CCN1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O"
"1048","CC(=O)N[C@@H]1[C@H](O[C@@H]2O[C@H](C[C@@H](O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@H](O)[C@H](O)[C@H]2NC(=O)/C=C/CCCCCCCCC(C)C)O[C@@H](CO)[C@H](O)[C@H]1O"
"1049","CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1"
"1050","O=C(O)CCC(=O)Nc1ccc(Br)c2cccnc12"
"1051","Cc1cc(C)c(C#N)c(SCCS(=O)(=O)c2nc3ccccc3s2)n1"
"1052","CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1"
"1053","Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1"
"1054","O=[N+]([O-])c1cnc2ccccc2c1Sc1ccccc1"
"1055","O=C(CCCCCCC(=O)Nc1ccccc1O)N/N=C/c1c(O)ccc2ccccc12"
"1056","COc1ccc(Sc2ccc(NC(=O)c3cccc(Cl)c3)cc2C#N)cc1"
"1057","Cc1cc(Sc2nnc(C)s2)c2ccccc2n1"
"1058","COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCn3cc(CCO)nn3)O[C@]3(C(=O)N(Cc4cccc(N5CCOC5=O)c4)c4ccccc43)[C@H]2C)cc1"
"1059","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(C(=O)Nc3ccccc3N)cc2)Oc2c(NC(=O)c3ccc(-c4nccs4)cc3)cccc2C1=O"
"1060","Cc1ccc(CNc2nc(-c3ccccn3)nnc2-c2ccccc2)cc1"
"1061","COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)O3)cc1"
"1062","O=C(CCl)N=c1sccn1Cc1ccccc1Cl"
"1063","CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1"
"1064","Cc1c(C=O)c(C=O)c(C)n1Cc1ccccc1"
"1065","O=c1/c(=C/c2ccc(-c3cc(Cl)cc(Cl)c3)o2)sc2nc3cc(Br)cnc3n12"
"1066","N#Cc1cc(NC(=O)c2ccc(Cl)cc2)ccc1Sc1ccccc1"
"1067","O=C(N/N=C/c1cc(Br)cc(Br)c1O)c1ccccc1O"
"1068","COc1ccc([Si](C)(C)[C@H]2[C@H](CCn3cc(CCO)nn3)O[C@@]3(C(=O)N(C)c4c(Br)cc(C)cc43)[C@@H]2C)cc1"
"1069","O=C(CCCCCCC(=O)N/N=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)NO"
"1070","COc1cc(/C=C/C(=O)N2CCC=C(C#Cc3ccccc3F)C2=O)cc(OC)c1OC"
"1071","c1ccc(-c2csc(Nc3nc(-c4ccccn4)nnc3-c3ccccc3)n2)cc1"
"1072","O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O"
"1073","COc1cc(/C=C/C(=O)N2CCC=C(C#CC3CC3)C2=O)cc(OC)c1OC"
"1074","COc1cccc(C(=O)C(C#N)=C(SC)SC)c1"
"1075","CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1"
"1076","Cc1cccn2c(=O)c(/C=N/c3ccc(Cl)cc3)c(NCCO)nc12"
"1077","Cc1nc(C(=O)NNC(=O)c2ccc(Cl)cc2)cs1"
"1078","CCCCCCCCCCC1C(=O)OC(C(=O)O)C1(O)C(=O)O"
"1079","COc1ccc(C(=O)NC(c2ccc(OC)c(OC)c2)c2cc(Cl)c3cccnc3c2O)cc1"
"1080","Cc1ccc(S(=O)(=O)NC(=O)CSc2nc3ccccc3s2)cc1"
"1081","O=C(NNC(=O)c1csc(-c2cccnc2)n1)c1ccccc1"
"1082","C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccc(-c4nccs4)cc3)c2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1"
"1083","CCCOc1ccc(-c2nc(Oc3ccc(OC)cc3)c3ccccc3n2)cc1"
"1084","C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)NC3CCCCC3)c2O[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1"
"1085","CCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C"
"1086","COc1ccc(Cl)cc1NC(=S)NCCCN1CCCC1=O"
"1087","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2c(NC(=O)C3CCOCC3)cccc2C1=O"
"1088","N#CCCSCc1ccc2oc(C(=O)O)cc2c1"
"1089","O=C(c1cccc2cnccc12)N1CCCNCC1"
"1090","Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1"
"1091","COc1ccc([Si](C)(C)[C@H]2[C@H](CCO)O[C@@]3(C(=O)N(Cc4cccc(NC(C)=O)c4)c4ccccc43)[C@@H]2C)cc1"
"1092","CCn1nccc1C(=O)Nc1nc2ccccc2n1CCN1CCCCC1"
"1093","O=C(Oc1cccc(/C=N/Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)c1)c1ccco1"
"1094","O=C(NNC(=O)c1ccccc1Cl)c1csc(N2CCOCC2)n1"
"1095","Cc1cccnc1NC(=S)NC(=O)c1cncc(Br)c1"
"1096","COc1ccc(Cn2c3ccc(Br)cc3c3nc4ccccc4nc32)cc1OC"
"1097","COc1ccc(-c2csc(NC(=O)CSc3nnc4c(C)cc5cc6c(cc5n34)OCCO6)n2)cc1"
"1098","CS(=O)(=O)N(CC(=O)O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1"
"1099","C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccc(-c4nccs4)cc3)c2O[C@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1"
"1100","O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1ccc[nH]1"
"1101","Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"1102","CCOc1cc(CO)c(Br)cc1OCC(=O)O"
"1103","COc1ccc(CN(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1"
"1104","CCCN(CCC)c1nc(N2CCCC2)nc2cc(OC)c(OC)cc12"
"1105","COC(=O)CCCCCCC(=O)N/N=C/[C@@H](O)[C@H](O)[C@H](O)CO"
"1106","Cc1ccc(Sc2ccc(NC(=O)c3ccc(F)cc3)cc2C#N)cc1"
"1107","Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)C(=O)C1CCCCC1)OCCCC[C@@H](C)O2"
"1108","Cc1cc(O)c(O)c(C(=O)C(=O)c2c(O)cc(O)cc2O)c1"
"1109","C[N+](C)(C)CCCC[C@@H]1NC(=O)[C@@H]2C[C@H](C(=O)NCc3ccc(F)cc3)[C@H](c3cccc(OCCO)c3)N2C1=O"
"1110","O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccccc3OCCO)[C@]3(C(=O)Nc4ccccc43)[C@@H](C(=O)N3CCN(c4ncccn4)CC3)[C@H]12"
"1111","Cc1c(C(=O)NNC(=O)c2csc(N3CCOCC3)n2)cccc1[N+](=O)[O-]"
"1112","COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC"
"1113","CN(C)c1nc(N)nc(CSc2nnnn2-c2ccc(Cl)cc2)n1"
"1114","Nc1ccc(C(=O)Nc2ccc(C(=O)O)cc2N)cc1"
"1115","Cn1c2ccc(/N=C/c3ccccc3O)cc2c2nc3ccccc3nc21"
"1116","COC(=O)CCCCCCC(=O)N/N=C/c1ccccc1Cl"
"1117","O=C(CCCCCC(=O)Nc1ccccc1O)N/N=C/c1cc(F)ccc1O"
"1118","C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc4c(c3)OCO4)ccc2O[C@H](C)CCCCO[C@H]1CN(C)Cc1ccc2c(c1)OCO2"
"1119","COc1cccc(NC(=S)N=S(C)(=O)c2ccccc2)c1"
"1120","CC1CN(c2nc3ccccc3nc2SCC(=O)NCCc2ccccc2)CC(C)O1"
"1121","Cc1cc(C)c(S(=O)(=O)NCC(=O)O)c(C)c1"
"1122","O=C(NC(NCc1ccccn1)(C(F)(F)F)C(F)(F)F)c1cccnc1"
"1123","O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ccc(Br)c(Cl)c1"
"1124","CC(=O)NCCCC[C@@H]1NC(=O)[C@@H]2C[C@H](C(=O)NCCCC[N+](C)(C)C)[C@H](c3ccc(O)cc3)N2C1=O"
"1125","Cc1nn(CCCC(=O)O)c(C)c1[N+](=O)[O-]"
"1126","O=C(Nc1ccccc1-c1ccccc1)c1ccc(Br)o1"
"1127","Fc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1"
"1128","COC(=O)CCCCCCC(=O)N/N=C/c1ccc(S(=O)(=O)O)o1"
"1129","COc1ccc(/C=N/NC(=O)c2ccccn2)c(O)c1"
"1130","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2ccc(NC(=O)CCN3CCOCC3)cc2CC1=O"
"1131","COc1ccc(C(=O)Nc2cccc(NC(C)=O)c2)cc1"
"1132","Cn1c2ccccc2c2nnc(SCCN3CCCCC3)nc21"
"1133","Cc1ccc(S(=O)(=O)NC(=O)COc2cccc3ccccc23)c(C)c1"
"1134","Cc1noc(C)c1S(=O)(=O)N(C)C[C@H]1Oc2c(NC(=O)c3cnccn3)cccc2C(=O)N([C@H](C)CO)C[C@H]1C"
"1135","COc1cccc(OC)c1C(=O)O[C@H]1[C@@H]2OC(=O)[C@@H](Cc3ccccc3)C/C=C/C[C@H](Cc3ccccc3)C(=O)O[C@H]2[C@@H](OC)O[C@@H]1CO"
"1136","C[C@H]1CCCCO[C@@H](CN(C)CC2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O1"
"1137","COC(=O)CCCCCCC(=O)N/N=C/c1ccccc1C(=O)O"
"1138","CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@@H](CN(C)Cc1ccccc1)OCCCC[C@@H](C)O2"
"1139","Nc1ccc(C(=O)Nc2ccc(O)c(-c3nc4ccccc4o3)c2)cc1"
"1140","Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@@H](CN(C)C(=O)NC(C)C)OCCCC[C@H](C)O2"
"1141","COC(=O)c1cc(Br)ccc1NC(=O)COc1ccc(C(C)(C)C)cc1"
"1142","Cc1ccc2nc(Nc3ccccc3)nc(-c3ccccc3)c2c1"
"1143","Cc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1"
"1144","C=CCN1C(=O)[C@@]2(O[C@@H](CCO)[C@H]([Si](C)(C)F)[C@H]2C)c2cc(N3CCCCC3=O)ccc21"
"1145","O/N=C(/Cn1nnc(N2CCCC2)n1)c1ccc(Cl)cc1"
"1146","CN1CCN(CC(O)COCCC23CC4CC(CC(C4)C2)C3)CC1"
"1147","Nc1ccc2c(c1)C(NCCc1ccc(Oc3ccccc3)cc1)=NCN2"
"1148","O=C(N/N=C/c1ccc([N+](=O)[O-])s1)c1ccccn1"
"1149","CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(Cl)c(OCC(=O)O)c(Cl)c3)c(=O)n2C1c1cccc(OC)c1"
"1150","S=C(NCC1CCCO1)Nc1cnn(Cc2ccc(Cl)cc2)c1"
"1151","CN(Cc1ccccc1)C(=O)C1CCCN(Cc2ccccc2C(F)(F)F)C1"
"1152","C[C@H]1CCCCO[C@H](CN(C)C(=O)CCC(F)(F)F)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O1"
"1153","O=C(NNC(=O)c1csc(-c2cccs2)n1)c1ccc(Cl)cc1"
"1154","C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2O[C@H]1CN(C)C(=O)NC1CCCCC1"
"1155","COc1cc2c(cc1OC)CN(C(=O)[C@H]1[C@@H]3C(=O)O[C@@H](c4ccccc4)[C@@H](c4ccccc4)N3[C@@H](c3ccc(O)cc3)[C@]13C(=O)Nc1ccccc13)CC2"
"1156","CC(C)Oc1nc(-c2ccc(Cl)cc2)nc2ccccc12"
"1157","COc1ccc(CCNC(=O)CSc2nc3ccccc3nc2N2CCCC2)cc1OC"
"1158","Cc1c(CC(=O)O)c(=O)oc2cc(OCC(=O)O)ccc12"
"1159","CCCCC1CCC(c2ccc(C(=O)O)cc2)CC1"
"1160","COc1ccc(C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1"
"1161","CCCc1cn(-c2ccc(O)cc2)nc1-c1ccc(O)cc1"
"1162","CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CNC1C2C"
"1163","O=[N+]([O-])c1ccc(C(O)CC(O)CSc2nc(-c3ccccc3)c(-c3ccccc3)o2)cc1"
"1164","O=C(C1=C[C@H](c2cccs2)C[C@H](OCCCCO)O1)N1CCCCCCC1"
"1165","COc1cc(/C=C/C(=O)N2CCCC=CC2=O)cc(OC)c1OC"
"1166","Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F"
"1167","O=C(CCCCCCC(=O)Nc1cccnc1)NO"
"1168","C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C1=O"
"1169","O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl"
"1170","COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC"
"1171","C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2c(NC(=O)Nc3cccc4ccccc34)cccc2C1=O"
